parameter_set,period_start,period_end,total_return,max_drawdown,sharpe_ratio,win_rate,total_trades,profit_factor,avg_hold_time_hours,final_capital,signals_generated,signals_executed,execution_time_seconds
"{'name': 'Config_24', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 55.0, 'max_position_size': 0.3, 'ta_weight': 0.4, 'fa_weight': 0.6, 'volume_threshold': 1.5, 'min_technical_score': 45.0, 'min_fundamental_score': 35.0}",2025-06-16T00:00:00+00:00,2025-07-16T00:00:00+00:00,0.016823467172215,0.0359674873345667,0.0,0.6666666666666666,6,2.3537108614397497,468.0,101682.3467172215,30,6,20.19702696800232
"{'name': 'Config_24', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 55.0, 'max_position_size': 0.3, 'ta_weight': 0.4, 'fa_weight': 0.6, 'volume_threshold': 1.5, 'min_technical_score': 45.0, 'min_fundamental_score': 35.0}",2025-05-11T00:00:00+00:00,2025-06-10T00:00:00+00:00,0.00081296224535,0.04465040868990848,0.0,0.5714285714285714,7,1.0698291632009476,462.85714285714283,100081.296224535,31,7,20.47345995903015
"{'name': 'Config_24', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 55.0, 'max_position_size': 0.3, 'ta_weight': 0.4, 'fa_weight': 0.6, 'volume_threshold': 1.5, 'min_technical_score': 45.0, 'min_fundamental_score': 35.0}",2025-04-05T00:00:00+00:00,2025-05-05T00:00:00+00:00,-0.04175299562276,0.08115279397308778,0.0,0.5,12,0.4766211586466726,278.0,95824.7004377240,21,12,20.184351921081543
"{'name': 'Config_24', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 55.0, 'max_position_size': 0.3, 'ta_weight': 0.4, 'fa_weight': 0.6, 'volume_threshold': 1.5, 'min_technical_score': 45.0, 'min_fundamental_score': 35.0}",2025-02-28T00:00:00+00:00,2025-03-30T00:00:00+00:00,-0.05938805943566,0.05928703223566001,0.0,0.0,6,0.0,120.0,94061.1940564340,10,6,20.610507011413574
"{'name': 'Config_25', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 55.0, 'max_position_size': 0.3, 'ta_weight': 0.5, 'fa_weight': 0.5, 'volume_threshold': 1.0, 'min_technical_score': 45.0, 'min_fundamental_score': 35.0}",2025-07-22T00:00:00+00:00,2025-08-21T00:00:00+00:00,-0.01013603276184,0.04561475806460348,0.0,0.375,8,0.8046590323103306,405.0,98986.3967238160,27,8,22.420374155044556
"{'name': 'Config_25', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 55.0, 'max_position_size': 0.3, 'ta_weight': 0.5, 'fa_weight': 0.5, 'volume_threshold': 1.0, 'min_technical_score': 45.0, 'min_fundamental_score': 35.0}",2025-06-16T00:00:00+00:00,2025-07-16T00:00:00+00:00,0.016823467172215,0.0359674873345667,0.0,0.6666666666666666,6,2.3537108614397497,468.0,101682.3467172215,30,6,20.22550320625305
"{'name': 'Config_25', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 55.0, 'max_position_size': 0.3, 'ta_weight': 0.5, 'fa_weight': 0.5, 'volume_threshold': 1.0, 'min_technical_score': 45.0, 'min_fundamental_score': 35.0}",2025-05-11T00:00:00+00:00,2025-06-10T00:00:00+00:00,0.00081296224535,0.04465040868990848,0.0,0.5714285714285714,7,1.0698291632009476,462.85714285714283,100081.296224535,31,7,20.489423274993896
"{'name': 'Config_25', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 55.0, 'max_position_size': 0.3, 'ta_weight': 0.5, 'fa_weight': 0.5, 'volume_threshold': 1.0, 'min_technical_score': 45.0, 'min_fundamental_score': 35.0}",2025-04-05T00:00:00+00:00,2025-05-05T00:00:00+00:00,-0.04175299562276,0.08115279397308778,0.0,0.5,12,0.4766211586466726,278.0,95824.7004377240,21,12,20.289993047714233
"{'name': 'Config_25', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 55.0, 'max_position_size': 0.3, 'ta_weight': 0.5, 'fa_weight': 0.5, 'volume_threshold': 1.0, 'min_technical_score': 45.0, 'min_fundamental_score': 35.0}",2025-02-28T00:00:00+00:00,2025-03-30T00:00:00+00:00,-0.05938805943566,0.05928703223566001,0.0,0.0,6,0.0,120.0,94061.1940564340,10,6,20.46487808227539
"{'name': 'Config_26', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 55.0, 'max_position_size': 0.3, 'ta_weight': 0.5, 'fa_weight': 0.5, 'volume_threshold': 1.2, 'min_technical_score': 45.0, 'min_fundamental_score': 35.0}",2025-07-22T00:00:00+00:00,2025-08-21T00:00:00+00:00,-0.01013603276184,0.04561475806460348,0.0,0.375,8,0.8046590323103306,405.0,98986.3967238160,27,8,22.43137502670288
"{'name': 'Config_26', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 55.0, 'max_position_size': 0.3, 'ta_weight': 0.5, 'fa_weight': 0.5, 'volume_threshold': 1.2, 'min_technical_score': 45.0, 'min_fundamental_score': 35.0}",2025-06-16T00:00:00+00:00,2025-07-16T00:00:00+00:00,0.016823467172215,0.0359674873345667,0.0,0.6666666666666666,6,2.3537108614397497,468.0,101682.3467172215,30,6,20.43102526664734
"{'name': 'Config_26', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 55.0, 'max_position_size': 0.3, 'ta_weight': 0.5, 'fa_weight': 0.5, 'volume_threshold': 1.2, 'min_technical_score': 45.0, 'min_fundamental_score': 35.0}",2025-05-11T00:00:00+00:00,2025-06-10T00:00:00+00:00,0.00081296224535,0.04465040868990848,0.0,0.5714285714285714,7,1.0698291632009476,462.85714285714283,100081.296224535,31,7,20.497978448867798
"{'name': 'Config_26', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 55.0, 'max_position_size': 0.3, 'ta_weight': 0.5, 'fa_weight': 0.5, 'volume_threshold': 1.2, 'min_technical_score': 45.0, 'min_fundamental_score': 35.0}",2025-04-05T00:00:00+00:00,2025-05-05T00:00:00+00:00,-0.04175299562276,0.08115279397308778,0.0,0.5,12,0.4766211586466726,278.0,95824.7004377240,21,12,19.84599542617798
"{'name': 'Config_26', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 55.0, 'max_position_size': 0.3, 'ta_weight': 0.5, 'fa_weight': 0.5, 'volume_threshold': 1.2, 'min_technical_score': 45.0, 'min_fundamental_score': 35.0}",2025-02-28T00:00:00+00:00,2025-03-30T00:00:00+00:00,-0.05938805943566,0.05928703223566001,0.0,0.0,6,0.0,120.0,94061.1940564340,10,6,20.475807189941406
"{'name': 'Config_27', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 55.0, 'max_position_size': 0.3, 'ta_weight': 0.5, 'fa_weight': 0.5, 'volume_threshold': 1.5, 'min_technical_score': 45.0, 'min_fundamental_score': 35.0}",2025-07-22T00:00:00+00:00,2025-08-21T00:00:00+00:00,-0.01013603276184,0.04561475806460348,0.0,0.375,8,0.8046590323103306,405.0,98986.3967238160,27,8,22.102574348449707
"{'name': 'Config_27', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 55.0, 'max_position_size': 0.3, 'ta_weight': 0.5, 'fa_weight': 0.5, 'volume_threshold': 1.5, 'min_technical_score': 45.0, 'min_fundamental_score': 35.0}",2025-06-16T00:00:00+00:00,2025-07-16T00:00:00+00:00,0.016823467172215,0.0359674873345667,0.0,0.6666666666666666,6,2.3537108614397497,468.0,101682.3467172215,30,6,20.46847414970398
"{'name': 'Config_27', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 55.0, 'max_position_size': 0.3, 'ta_weight': 0.5, 'fa_weight': 0.5, 'volume_threshold': 1.5, 'min_technical_score': 45.0, 'min_fundamental_score': 35.0}",2025-05-11T00:00:00+00:00,2025-06-10T00:00:00+00:00,0.00081296224535,0.04465040868990848,0.0,0.5714285714285714,7,1.0698291632009476,462.85714285714283,100081.296224535,31,7,20.345298767089844
"{'name': 'Config_27', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 55.0, 'max_position_size': 0.3, 'ta_weight': 0.5, 'fa_weight': 0.5, 'volume_threshold': 1.5, 'min_technical_score': 45.0, 'min_fundamental_score': 35.0}",2025-04-05T00:00:00+00:00,2025-05-05T00:00:00+00:00,-0.04175299562276,0.08115279397308778,0.0,0.5,12,0.4766211586466726,278.0,95824.7004377240,21,12,19.89638924598694
"{'name': 'Config_27', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 55.0, 'max_position_size': 0.3, 'ta_weight': 0.5, 'fa_weight': 0.5, 'volume_threshold': 1.5, 'min_technical_score': 45.0, 'min_fundamental_score': 35.0}",2025-02-28T00:00:00+00:00,2025-03-30T00:00:00+00:00,-0.05938805943566,0.05928703223566001,0.0,0.0,6,0.0,120.0,94061.1940564340,10,6,20.383286952972412
"{'name': 'Config_28', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 60.0, 'max_position_size': 0.2, 'ta_weight': 0.3, 'fa_weight': 0.7, 'volume_threshold': 1.0, 'min_technical_score': 50.0, 'min_fundamental_score': 40.0}",2025-07-22T00:00:00+00:00,2025-08-21T00:00:00+00:00,-0.01013603276184,0.04561475806460348,0.0,0.375,8,0.8046590323103306,405.0,98986.3967238160,27,8,22.46676540374756
"{'name': 'Config_28', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 60.0, 'max_position_size': 0.2, 'ta_weight': 0.3, 'fa_weight': 0.7, 'volume_threshold': 1.0, 'min_technical_score': 50.0, 'min_fundamental_score': 40.0}",2025-06-16T00:00:00+00:00,2025-07-16T00:00:00+00:00,0.016823467172215,0.0359674873345667,0.0,0.6666666666666666,6,2.3537108614397497,468.0,101682.3467172215,30,6,20.23364233970642
"{'name': 'Config_28', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 60.0, 'max_position_size': 0.2, 'ta_weight': 0.3, 'fa_weight': 0.7, 'volume_threshold': 1.0, 'min_technical_score': 50.0, 'min_fundamental_score': 40.0}",2025-05-11T00:00:00+00:00,2025-06-10T00:00:00+00:00,0.00081296224535,0.04465040868990848,0.0,0.5714285714285714,7,1.0698291632009476,462.85714285714283,100081.296224535,31,7,20.51808214187622
"{'name': 'Config_28', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 60.0, 'max_position_size': 0.2, 'ta_weight': 0.3, 'fa_weight': 0.7, 'volume_threshold': 1.0, 'min_technical_score': 50.0, 'min_fundamental_score': 40.0}",2025-04-05T00:00:00+00:00,2025-05-05T00:00:00+00:00,-0.04175299562276,0.08115279397308778,0.0,0.5,12,0.4766211586466726,278.0,95824.7004377240,21,12,19.94966435432434
"{'name': 'Config_28', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 60.0, 'max_position_size': 0.2, 'ta_weight': 0.3, 'fa_weight': 0.7, 'volume_threshold': 1.0, 'min_technical_score': 50.0, 'min_fundamental_score': 40.0}",2025-02-28T00:00:00+00:00,2025-03-30T00:00:00+00:00,-0.05938805943566,0.05928703223566001,0.0,0.0,6,0.0,120.0,94061.1940564340,10,6,20.470623016357422
"{'name': 'Config_29', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 60.0, 'max_position_size': 0.2, 'ta_weight': 0.3, 'fa_weight': 0.7, 'volume_threshold': 1.2, 'min_technical_score': 50.0, 'min_fundamental_score': 40.0}",2025-07-22T00:00:00+00:00,2025-08-21T00:00:00+00:00,-0.01013603276184,0.04561475806460348,0.0,0.375,8,0.8046590323103306,405.0,98986.3967238160,27,8,22.67560362815857
"{'name': 'Config_29', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 60.0, 'max_position_size': 0.2, 'ta_weight': 0.3, 'fa_weight': 0.7, 'volume_threshold': 1.2, 'min_technical_score': 50.0, 'min_fundamental_score': 40.0}",2025-06-16T00:00:00+00:00,2025-07-16T00:00:00+00:00,0.016823467172215,0.0359674873345667,0.0,0.6666666666666666,6,2.3537108614397497,468.0,101682.3467172215,30,6,20.250551223754883
"{'name': 'Config_29', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 60.0, 'max_position_size': 0.2, 'ta_weight': 0.3, 'fa_weight': 0.7, 'volume_threshold': 1.2, 'min_technical_score': 50.0, 'min_fundamental_score': 40.0}",2025-05-11T00:00:00+00:00,2025-06-10T00:00:00+00:00,0.00081296224535,0.04465040868990848,0.0,0.5714285714285714,7,1.0698291632009476,462.85714285714283,100081.296224535,31,7,20.3541419506073
"{'name': 'Config_29', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 60.0, 'max_position_size': 0.2, 'ta_weight': 0.3, 'fa_weight': 0.7, 'volume_threshold': 1.2, 'min_technical_score': 50.0, 'min_fundamental_score': 40.0}",2025-04-05T00:00:00+00:00,2025-05-05T00:00:00+00:00,-0.04175299562276,0.08115279397308778,0.0,0.5,12,0.4766211586466726,278.0,95824.7004377240,21,12,20.18513584136963
"{'name': 'Config_29', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 60.0, 'max_position_size': 0.2, 'ta_weight': 0.3, 'fa_weight': 0.7, 'volume_threshold': 1.2, 'min_technical_score': 50.0, 'min_fundamental_score': 40.0}",2025-02-28T00:00:00+00:00,2025-03-30T00:00:00+00:00,-0.05938805943566,0.05928703223566001,0.0,0.0,6,0.0,120.0,94061.1940564340,10,6,20.872977018356323
"{'name': 'Config_30', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 60.0, 'max_position_size': 0.2, 'ta_weight': 0.3, 'fa_weight': 0.7, 'volume_threshold': 1.5, 'min_technical_score': 50.0, 'min_fundamental_score': 40.0}",2025-07-22T00:00:00+00:00,2025-08-21T00:00:00+00:00,-0.01013603276184,0.04561475806460348,0.0,0.375,8,0.8046590323103306,405.0,98986.3967238160,27,8,22.44960904121399
"{'name': 'Config_30', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 60.0, 'max_position_size': 0.2, 'ta_weight': 0.3, 'fa_weight': 0.7, 'volume_threshold': 1.5, 'min_technical_score': 50.0, 'min_fundamental_score': 40.0}",2025-06-16T00:00:00+00:00,2025-07-16T00:00:00+00:00,0.016823467172215,0.0359674873345667,0.0,0.6666666666666666,6,2.3537108614397497,468.0,101682.3467172215,30,6,20.26751208305359
"{'name': 'Config_30', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 60.0, 'max_position_size': 0.2, 'ta_weight': 0.3, 'fa_weight': 0.7, 'volume_threshold': 1.5, 'min_technical_score': 50.0, 'min_fundamental_score': 40.0}",2025-05-11T00:00:00+00:00,2025-06-10T00:00:00+00:00,0.00081296224535,0.04465040868990848,0.0,0.5714285714285714,7,1.0698291632009476,462.85714285714283,100081.296224535,31,7,20.424848079681396
"{'name': 'Config_30', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 60.0, 'max_position_size': 0.2, 'ta_weight': 0.3, 'fa_weight': 0.7, 'volume_threshold': 1.5, 'min_technical_score': 50.0, 'min_fundamental_score': 40.0}",2025-04-05T00:00:00+00:00,2025-05-05T00:00:00+00:00,-0.04175299562276,0.08115279397308778,0.0,0.5,12,0.4766211586466726,278.0,95824.7004377240,21,12,19.866767406463623
"{'name': 'Config_30', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 60.0, 'max_position_size': 0.2, 'ta_weight': 0.3, 'fa_weight': 0.7, 'volume_threshold': 1.5, 'min_technical_score': 50.0, 'min_fundamental_score': 40.0}",2025-02-28T00:00:00+00:00,2025-03-30T00:00:00+00:00,-0.05938805943566,0.05928703223566001,0.0,0.0,6,0.0,120.0,94061.1940564340,10,6,20.73571252822876
"{'name': 'Config_31', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 60.0, 'max_position_size': 0.2, 'ta_weight': 0.4, 'fa_weight': 0.6, 'volume_threshold': 1.0, 'min_technical_score': 50.0, 'min_fundamental_score': 40.0}",2025-07-22T00:00:00+00:00,2025-08-21T00:00:00+00:00,-0.01013603276184,0.04561475806460348,0.0,0.375,8,0.8046590323103306,405.0,98986.3967238160,27,8,22.439157724380493
"{'name': 'Config_31', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 60.0, 'max_position_size': 0.2, 'ta_weight': 0.4, 'fa_weight': 0.6, 'volume_threshold': 1.0, 'min_technical_score': 50.0, 'min_fundamental_score': 40.0}",2025-06-16T00:00:00+00:00,2025-07-16T00:00:00+00:00,0.016823467172215,0.0359674873345667,0.0,0.6666666666666666,6,2.3537108614397497,468.0,101682.3467172215,30,6,20.08167266845703
"{'name': 'Config_31', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 60.0, 'max_position_size': 0.2, 'ta_weight': 0.4, 'fa_weight': 0.6, 'volume_threshold': 1.0, 'min_technical_score': 50.0, 'min_fundamental_score': 40.0}",2025-05-11T00:00:00+00:00,2025-06-10T00:00:00+00:00,0.00081296224535,0.04465040868990848,0.0,0.5714285714285714,7,1.0698291632009476,462.85714285714283,100081.296224535,31,7,20.597538232803345
"{'name': 'Config_31', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 60.0, 'max_position_size': 0.2, 'ta_weight': 0.4, 'fa_weight': 0.6, 'volume_threshold': 1.0, 'min_technical_score': 50.0, 'min_fundamental_score': 40.0}",2025-04-05T00:00:00+00:00,2025-05-05T00:00:00+00:00,-0.04175299562276,0.08115279397308778,0.0,0.5,12,0.4766211586466726,278.0,95824.7004377240,21,12,20.403236865997314
"{'name': 'Config_31', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 60.0, 'max_position_size': 0.2, 'ta_weight': 0.4, 'fa_weight': 0.6, 'volume_threshold': 1.0, 'min_technical_score': 50.0, 'min_fundamental_score': 40.0}",2025-02-28T00:00:00+00:00,2025-03-30T00:00:00+00:00,-0.05938805943566,0.05928703223566001,0.0,0.0,6,0.0,120.0,94061.1940564340,10,6,20.54374599456787
"{'name': 'Config_32', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 60.0, 'max_position_size': 0.2, 'ta_weight': 0.4, 'fa_weight': 0.6, 'volume_threshold': 1.2, 'min_technical_score': 50.0, 'min_fundamental_score': 40.0}",2025-07-22T00:00:00+00:00,2025-08-21T00:00:00+00:00,-0.01013603276184,0.04561475806460348,0.0,0.375,8,0.8046590323103306,405.0,98986.3967238160,27,8,22.58919358253479
"{'name': 'Config_32', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 60.0, 'max_position_size': 0.2, 'ta_weight': 0.4, 'fa_weight': 0.6, 'volume_threshold': 1.2, 'min_technical_score': 50.0, 'min_fundamental_score': 40.0}",2025-06-16T00:00:00+00:00,2025-07-16T00:00:00+00:00,0.016823467172215,0.0359674873345667,0.0,0.6666666666666666,6,2.3537108614397497,468.0,101682.3467172215,30,6,20.00777792930603
"{'name': 'Config_32', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 60.0, 'max_position_size': 0.2, 'ta_weight': 0.4, 'fa_weight': 0.6, 'volume_threshold': 1.2, 'min_technical_score': 50.0, 'min_fundamental_score': 40.0}",2025-05-11T00:00:00+00:00,2025-06-10T00:00:00+00:00,0.00081296224535,0.04465040868990848,0.0,0.5714285714285714,7,1.0698291632009476,462.85714285714283,100081.296224535,31,7,20.616603136062622
"{'name': 'Config_32', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 60.0, 'max_position_size': 0.2, 'ta_weight': 0.4, 'fa_weight': 0.6, 'volume_threshold': 1.2, 'min_technical_score': 50.0, 'min_fundamental_score': 40.0}",2025-04-05T00:00:00+00:00,2025-05-05T00:00:00+00:00,-0.04175299562276,0.08115279397308778,0.0,0.5,12,0.4766211586466726,278.0,95824.7004377240,21,12,19.980470657348633
"{'name': 'Config_32', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 60.0, 'max_position_size': 0.2, 'ta_weight': 0.4, 'fa_weight': 0.6, 'volume_threshold': 1.2, 'min_technical_score': 50.0, 'min_fundamental_score': 40.0}",2025-02-28T00:00:00+00:00,2025-03-30T00:00:00+00:00,-0.05938805943566,0.05928703223566001,0.0,0.0,6,0.0,120.0,94061.1940564340,10,6,20.40316653251648
"{'name': 'Config_33', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 60.0, 'max_position_size': 0.2, 'ta_weight': 0.4, 'fa_weight': 0.6, 'volume_threshold': 1.5, 'min_technical_score': 50.0, 'min_fundamental_score': 40.0}",2025-07-22T00:00:00+00:00,2025-08-21T00:00:00+00:00,-0.01013603276184,0.04561475806460348,0.0,0.375,8,0.8046590323103306,405.0,98986.3967238160,27,8,22.318875789642334
"{'name': 'Config_33', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 60.0, 'max_position_size': 0.2, 'ta_weight': 0.4, 'fa_weight': 0.6, 'volume_threshold': 1.5, 'min_technical_score': 50.0, 'min_fundamental_score': 40.0}",2025-06-16T00:00:00+00:00,2025-07-16T00:00:00+00:00,0.016823467172215,0.0359674873345667,0.0,0.6666666666666666,6,2.3537108614397497,468.0,101682.3467172215,30,6,20.154895544052124
"{'name': 'Config_33', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 60.0, 'max_position_size': 0.2, 'ta_weight': 0.4, 'fa_weight': 0.6, 'volume_threshold': 1.5, 'min_technical_score': 50.0, 'min_fundamental_score': 40.0}",2025-05-11T00:00:00+00:00,2025-06-10T00:00:00+00:00,0.00081296224535,0.04465040868990848,0.0,0.5714285714285714,7,1.0698291632009476,462.85714285714283,100081.296224535,31,7,20.429106950759888
"{'name': 'Config_33', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 60.0, 'max_position_size': 0.2, 'ta_weight': 0.4, 'fa_weight': 0.6, 'volume_threshold': 1.5, 'min_technical_score': 50.0, 'min_fundamental_score': 40.0}",2025-04-05T00:00:00+00:00,2025-05-05T00:00:00+00:00,-0.04175299562276,0.08115279397308778,0.0,0.5,12,0.4766211586466726,278.0,95824.7004377240,21,12,19.72621512413025
"{'name': 'Config_33', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 60.0, 'max_position_size': 0.2, 'ta_weight': 0.4, 'fa_weight': 0.6, 'volume_threshold': 1.5, 'min_technical_score': 50.0, 'min_fundamental_score': 40.0}",2025-02-28T00:00:00+00:00,2025-03-30T00:00:00+00:00,-0.05938805943566,0.05928703223566001,0.0,0.0,6,0.0,120.0,94061.1940564340,10,6,20.682087659835815
"{'name': 'Config_34', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 60.0, 'max_position_size': 0.2, 'ta_weight': 0.5, 'fa_weight': 0.5, 'volume_threshold': 1.0, 'min_technical_score': 50.0, 'min_fundamental_score': 40.0}",2025-07-22T00:00:00+00:00,2025-08-21T00:00:00+00:00,-0.01013603276184,0.04561475806460348,0.0,0.375,8,0.8046590323103306,405.0,98986.3967238160,27,8,22.411295890808105
"{'name': 'Config_34', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 60.0, 'max_position_size': 0.2, 'ta_weight': 0.5, 'fa_weight': 0.5, 'volume_threshold': 1.0, 'min_technical_score': 50.0, 'min_fundamental_score': 40.0}",2025-06-16T00:00:00+00:00,2025-07-16T00:00:00+00:00,0.016823467172215,0.0359674873345667,0.0,0.6666666666666666,6,2.3537108614397497,468.0,101682.3467172215,30,6,20.468898057937622
"{'name': 'Config_34', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 60.0, 'max_position_size': 0.2, 'ta_weight': 0.5, 'fa_weight': 0.5, 'volume_threshold': 1.0, 'min_technical_score': 50.0, 'min_fundamental_score': 40.0}",2025-05-11T00:00:00+00:00,2025-06-10T00:00:00+00:00,0.00081296224535,0.04465040868990848,0.0,0.5714285714285714,7,1.0698291632009476,462.85714285714283,100081.296224535,31,7,20.427918434143066
"{'name': 'Config_34', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 60.0, 'max_position_size': 0.2, 'ta_weight': 0.5, 'fa_weight': 0.5, 'volume_threshold': 1.0, 'min_technical_score': 50.0, 'min_fundamental_score': 40.0}",2025-04-05T00:00:00+00:00,2025-05-05T00:00:00+00:00,-0.04175299562276,0.08115279397308778,0.0,0.5,12,0.4766211586466726,278.0,95824.7004377240,21,12,20.026614904403687
"{'name': 'Config_34', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 60.0, 'max_position_size': 0.2, 'ta_weight': 0.5, 'fa_weight': 0.5, 'volume_threshold': 1.0, 'min_technical_score': 50.0, 'min_fundamental_score': 40.0}",2025-02-28T00:00:00+00:00,2025-03-30T00:00:00+00:00,-0.05938805943566,0.05928703223566001,0.0,0.0,6,0.0,120.0,94061.1940564340,10,6,20.46783971786499
"{'name': 'Config_35', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 60.0, 'max_position_size': 0.2, 'ta_weight': 0.5, 'fa_weight': 0.5, 'volume_threshold': 1.2, 'min_technical_score': 50.0, 'min_fundamental_score': 40.0}",2025-07-22T00:00:00+00:00,2025-08-21T00:00:00+00:00,-0.01013603276184,0.04561475806460348,0.0,0.375,8,0.8046590323103306,405.0,98986.3967238160,27,8,22.413249015808105
"{'name': 'Config_35', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 60.0, 'max_position_size': 0.2, 'ta_weight': 0.5, 'fa_weight': 0.5, 'volume_threshold': 1.2, 'min_technical_score': 50.0, 'min_fundamental_score': 40.0}",2025-06-16T00:00:00+00:00,2025-07-16T00:00:00+00:00,0.016823467172215,0.0359674873345667,0.0,0.6666666666666666,6,2.3537108614397497,468.0,101682.3467172215,30,6,20.169286727905273
"{'name': 'Config_35', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 60.0, 'max_position_size': 0.2, 'ta_weight': 0.5, 'fa_weight': 0.5, 'volume_threshold': 1.2, 'min_technical_score': 50.0, 'min_fundamental_score': 40.0}",2025-05-11T00:00:00+00:00,2025-06-10T00:00:00+00:00,0.00081296224535,0.04465040868990848,0.0,0.5714285714285714,7,1.0698291632009476,462.85714285714283,100081.296224535,31,7,20.61782741546631
"{'name': 'Config_35', 'stop_loss_pct': 0.03, 'take_profit_pct': 0.06, 'min_confidence': 60.0, 'max_position_size': 0.2, 'ta_weight': 0.5, 'fa_weight': 0.5, 'volume_threshold': 1.2, 'min_technical_score': 50.0, 'min_fundamental_score': 40.0}",2025-04-05T00:00:00+00:00,2025-05-05T00:00:00+00:00,-0.04175299562276,0.08115279397308778,0.0,0.5,12,0.4766211586466726,278.0,95824.7004377240,21,12,20.068251609802246
